Gene,Freq
AAC76887.1,0.06115107913669065
AAC73513.1,0.06086956521739131
AAC76085.1,0.06060606060606061
ACO59990.1,0.06060606060606061
QNV50530.1,0.06060606060606061
AAC75391.1,0.060109289617486336
AYC08196.1,0.05970149253731343
AAC74638.1,0.0594059405940594
AAC74187.1,0.058823529411764705
AAC74624.2,0.058823529411764705
AYC08248.1,0.058823529411764705
UMR55117.1,0.058823529411764705
AAC77041.2,0.05851063829787234
AAC76622.1,0.058333333333333334
AAC75615.1,0.05813953488372093
AAC74348.1,0.05802047781569966
AAC75833.1,0.057692307692307696
AAC76065.1,0.057692307692307696
AYC08223.2,0.057692307692307696
AYC08235.1,0.057692307692307696
AAC73349.1,0.05714285714285714
AAC74118.1,0.05714285714285714
AAC75633.1,0.056768558951965066
AAC74999.1,0.05660377358490566
AAC76658.1,0.05660377358490566
AAC74965.1,0.056338028169014086
AAC76199.1,0.056179775280898875
AAC74974.1,0.056074766355140186
AAC76611.1,0.056074766355140186
AAC73864.1,0.055776892430278883
AAC75166.1,0.05555555555555555
ABD18700.1,0.05555555555555555
AYC08222.1,0.05555555555555555
AAC76712.3,0.05542168674698795
AAC73888.1,0.055401662049861494
AAC77263.1,0.055248618784530384
AAC75643.1,0.05521472392638037
AAC77265.1,0.05521472392638037
AAC73549.2,0.05514705882352941
AAC73853.1,0.05514705882352941
AAC73532.1,0.05504587155963303
AAC75834.1,0.05504587155963303
AAC74682.1,0.05501618122977346
AAC75905.1,0.0547945205479452
AAC73237.1,0.05454545454545454
AAC73332.1,0.05454545454545454
AAC74502.1,0.05454545454545454
AAC74751.1,0.054373522458628844
AAC76341.1,0.05434782608695652
AAC75345.1,0.05421686746987952
AAC73739.1,0.054187192118226604
AAC75063.1,0.05405405405405406
AAC73533.1,0.05392156862745098
AAC73132.1,0.05389221556886228
AAC73367.1,0.05389221556886228
AAC73377.1,0.05389221556886228
AAC74963.1,0.05389221556886228
AAC75612.2,0.05389221556886228
AAC76470.1,0.05389221556886228
AYC08167.1,0.05389221556886228
AAC74656.1,0.053763440860215055
AAC74740.1,0.05363984674329502
AAC73684.2,0.05339805825242718
AAC75020.2,0.05333333333333334
AAC74620.1,0.053125
AAC74090.2,0.05263157894736842
AAC74471.1,0.05263157894736842
AAC75509.1,0.05263157894736842
AAC76235.1,0.05263157894736842
AAC77016.2,0.05263157894736842
AAC77155.1,0.05263157894736842
AAT48248.1,0.05263157894736842
ACO59999.1,0.05263157894736842
QNV50539.1,0.05263157894736842
AAC73331.1,0.05220883534136546
AAC73232.1,0.052083333333333336
AAC74591.1,0.052083333333333336
AAC76607.1,0.05194805194805195
AAC74829.1,0.05185185185185185
AAC74519.2,0.05172413793103448
AAC74770.1,0.05154639175257732
AAC73800.1,0.05138339920948617
AAC74248.1,0.05128205128205128
AAC73780.1,0.051181102362204724
AAC75842.1,0.05116279069767442
AAC76532.1,0.05113636363636364
AAC73698.1,0.051094890510948905
AAC74848.1,0.051094890510948905
AAT48217.1,0.051094890510948905
AAC76597.1,0.050955414012738856
AAC75789.1,0.05084745762711865
AAC73860.1,0.05063291139240506
AAC75776.1,0.05045871559633028
AAC74867.1,0.05042016806722689
AAC74843.1,0.050359712230215826
AAC76771.2,0.050359712230215826
AAC75932.1,0.050335570469798654
AAD13447.2,0.05025125628140704
AAC73626.1,0.05
AAC74192.2,0.05
AAC74440.1,0.05
AAC74678.1,0.05
AAC76698.1,0.05
ACO59998.1,0.05
AYC08212.1,0.05
AAC75792.1,0.04975124378109453
AAC73194.1,0.049586776859504134
AAC74084.1,0.04950495049504951
AAC73471.1,0.04946996466431095
AAC76263.1,0.04929577464788732
AAC76905.1,0.04929577464788732
AAC73715.1,0.04918032786885246
AAC77129.1,0.049019607843137254
AAC75360.1,0.04891304347826087
AAC74708.1,0.04878048780487805
AAC75746.1,0.04878048780487805
AAT48132.1,0.04878048780487805
AAC76456.1,0.0487062404870624
AAC73255.3,0.048701298701298704
AAC76876.1,0.048701298701298704
AAC73467.2,0.04864864864864865
AAC77055.1,0.04864864864864865
AAC74458.2,0.04861111111111111
AAC76520.1,0.04861111111111111
AAC75981.1,0.048484848484848485
AAC73682.1,0.04838709677419355
AAC74911.1,0.04838709677419355
AYC08218.1,0.04838709677419355
AAC73854.1,0.04833836858006042
AAC75423.1,0.04823151125401929
AAC74355.1,0.04819277108433735
AAC75627.1,0.04814814814814815
AAC76385.1,0.0481283422459893
AAC76118.1,0.04807692307692308
AAC73240.1,0.04794520547945205
AAC74073.1,0.04790419161676647
AAC76120.2,0.04790419161676647
AAC74945.2,0.047872340425531915
AAC75737.1,0.047872340425531915
AAC76086.1,0.04784688995215311
AAC74928.1,0.04780876494023904
AAC74938.1,0.04779411764705882
AAC73548.1,0.04770318021201413
AAC73172.1,0.047619047619047616
AAC73538.2,0.047619047619047616
AAC75244.1,0.047619047619047616
AAC75557.1,0.047619047619047616
AAC75877.1,0.047619047619047616
AAC76464.1,0.047619047619047616
AAC77053.1,0.047619047619047616
AAC77056.1,0.047619047619047616
ACO59996.1,0.047619047619047616
AYC08186.1,0.047619047619047616
AYC08217.1,0.047619047619047616
AAC76988.2,0.04744525547445255
AAC74608.1,0.0472972972972973
AAC74380.2,0.047244094488188976
AAC74604.2,0.047244094488188976
AAC76016.1,0.047244094488188976
AAC76131.1,0.047244094488188976
AAC75553.1,0.04716981132075472
AAC74546.1,0.04713804713804714
AAT48224.1,0.047058823529411764
ABD18707.1,0.047058823529411764
AAC73521.1,0.046511627906976744
AAC74013.1,0.046511627906976744
AAC74391.2,0.046511627906976744
AAC74530.1,0.046511627906976744
AAC74314.1,0.04642857142857143
AAC73122.1,0.046413502109704644
AAC74150.1,0.04639175257731959
AAC74423.2,0.046341463414634146
AAC74124.1,0.046296296296296294
AAC75039.1,0.046296296296296294
AAC73436.1,0.04627249357326478
AAC77282.2,0.046153846153846156
AAC76888.2,0.04609929078014184
AAD13440.1,0.04608294930875576
AAC73351.1,0.046052631578947366
AAC73590.2,0.046052631578947366
AAC74049.2,0.046052631578947366
AAC75691.1,0.046052631578947366
AAC75997.1,0.04602510460251046
AAC76870.1,0.046012269938650305
AAC75677.1,0.04597701149425287
AAC77489.1,0.04597701149425287
AAD13446.2,0.04597701149425287
AAC73146.2,0.04591836734693878
AAC74798.4,0.04591836734693878
AAC75945.1,0.04591836734693878
AAC73428.1,0.045845272206303724
AAC75292.1,0.04583333333333333
AAC73292.1,0.04580152671755725
AAC77067.1,0.04580152671755725
AAC77157.5,0.04580152671755725
AAC73222.1,0.045774647887323945
AAC75157.2,0.045774647887323945
AAC75327.1,0.0457516339869281
AAC75767.1,0.0457516339869281
AAC75490.1,0.045714285714285714
AAC76462.2,0.045714285714285714
AAC76033.1,0.0456989247311828
AAC77236.2,0.0456989247311828
AAC77063.1,0.04564315352697095
AAC73231.1,0.045454545454545456
AAC73294.1,0.045454545454545456
AAC73674.1,0.045454545454545456
AAC74500.2,0.045454545454545456
AAC75040.2,0.045454545454545456
AAC77203.1,0.045454545454545456
ABD18695.1,0.045454545454545456
ABD18698.1,0.045454545454545456
ABD18701.1,0.045454545454545456
QNV50513.1,0.045454545454545456
AAC76457.1,0.04532967032967033
AAC73422.1,0.04529616724738676
AAC75917.2,0.04524886877828054
AAC74721.3,0.04522613065326633
AAC76944.2,0.045064377682403435
AAC75214.1,0.04504504504504504
AAC75578.1,0.04504504504504504
AAC76424.2,0.04504504504504504
AAC76488.1,0.04504504504504504
AAC73501.1,0.045
AAC75262.1,0.045
AAC75488.1,0.04498269896193772
AAC74183.1,0.04491017964071856
AAC75026.1,0.04487179487179487
AAC76647.1,0.04481792717086835
AAC74245.1,0.04477611940298507
AAC73988.1,0.044715447154471545
AAC76155.2,0.0446927374301676
AAC75886.1,0.04460966542750929
AAC73234.1,0.044573643410852716
AAC73955.2,0.04451038575667656
AAC73440.1,0.04449648711943794
AAC75027.1,0.04449152542372881
AAC74553.1,0.044444444444444446
AAC76939.1,0.044386422976501305
AAC74750.1,0.04433497536945813
AAC74415.1,0.04430379746835443
AAC73370.1,0.044270833333333336
AAC75646.1,0.04424778761061947
AAC74850.2,0.04421768707482993
AAC76735.2,0.04417670682730924
AAC73659.2,0.04411764705882353
AAC73878.1,0.04411764705882353
AAC76378.1,0.04411764705882353
AAC73133.1,0.04395604395604396
AAC73368.1,0.04395604395604396
AAC73378.1,0.04395604395604396
AAC74964.1,0.04395604395604396
AAC76469.1,0.04395604395604396
AAC77156.1,0.04395604395604396
ABD18646.1,0.04395604395604396
AYC08168.1,0.04395604395604396
AAC75718.1,0.043859649122807015
AAC74667.1,0.04377104377104377
AAC73607.1,0.04375
AAC75692.1,0.04375
AAC74988.2,0.04371584699453552
AAC76303.1,0.04365079365079365
AAC76814.1,0.0436241610738255
AAC74873.1,0.04361370716510903
AAC75113.1,0.04361370716510903
AAC74420.2,0.04357798165137615
AAC73180.1,0.043557168784029036
AAC73329.1,0.043478260869565216
AAC73441.3,0.043478260869565216
AAC74142.1,0.043478260869565216
AAC74289.1,0.043478260869565216
AAC75385.1,0.043478260869565216
AAC73218.1,0.04338394793926247
AAC73243.1,0.043333333333333335
AAC73458.1,0.04332129963898917
AAC75674.1,0.04326923076923077
AAC76577.2,0.043209876543209874
AAC76589.1,0.04318181818181818
AAC75882.1,0.04316546762589928
AAC76754.1,0.04316546762589928
AAC73381.1,0.04310344827586207
AAC73845.1,0.04310344827586207
AAC74962.2,0.04310344827586207
AAC74204.3,0.043010752688172046
AAC76780.1,0.043010752688172046
AAC74633.4,0.04297994269340974
AAC73362.2,0.04294478527607362
AAC73653.2,0.04294478527607362
AAC73757.2,0.04294478527607362
AAC74413.2,0.04294478527607362
AAC74510.1,0.04294478527607362
AAC75055.2,0.04294478527607362
AAC75091.2,0.04294478527607362
AAC75252.2,0.04294478527607362
AAC76018.2,0.04294478527607362
AAC76250.2,0.04294478527607362
AAC76530.2,0.04294478527607362
AYC08198.2,0.04294478527607362
AAC76141.1,0.04291845493562232
AAC76850.1,0.04288939051918736
AAC73630.2,0.04285714285714286
AAC74478.1,0.04285714285714286
AAC76918.1,0.04285714285714286
AYC08180.1,0.04285714285714286
AAC74422.1,0.0427807486631016
AAC74276.1,0.04276315789473684
AAC75774.1,0.042735042735042736
AAC76403.2,0.042735042735042736
AAC73278.1,0.04269662921348315
AAC76628.1,0.04263565891472868
AAC73998.1,0.0425531914893617
AAC74141.1,0.0425531914893617
AAC76471.1,0.0425531914893617
AAC76813.1,0.0425531914893617
AAC77176.1,0.04245283018867924
AAC76917.1,0.04234972677595628
AAC74542.1,0.042328042328042326
AAC76509.1,0.042328042328042326
AAC76150.2,0.04228855721393035
AAC74697.1,0.04225352112676056
AAC74838.2,0.04225352112676056
AAC76443.1,0.042175360710321866
AAT48235.1,0.04216867469879518
AAC75220.1,0.042105263157894736
AAC75532.2,0.042105263157894736
AAC76243.1,0.042071197411003236
AAC74695.1,0.042042042042042045
AAC75194.1,0.04203152364273205
AAC74596.1,0.04201680672268908
AAC77111.1,0.04201680672268908
AAC73173.1,0.042
AAC75165.1,0.04198473282442748
AAC73555.1,0.04195804195804196
AAC74927.2,0.041935483870967745
AAC73808.1,0.04182509505703422
AAC76258.1,0.04182509505703422
AAC73584.1,0.041666666666666664
AAC74605.1,0.041666666666666664
AAC74714.2,0.041666666666666664
AAC75297.1,0.041666666666666664
AAC75363.1,0.041666666666666664
AAC75866.1,0.041666666666666664
AAC75947.2,0.041666666666666664
AAC76154.2,0.041666666666666664
AAC76373.1,0.041666666666666664
AAC76693.1,0.041666666666666664
AAT48145.1,0.04159132007233273
AAC77190.1,0.04157549234135667
AAC73455.1,0.04154302670623145
AAC76380.1,0.04152249134948097
AAC74184.1,0.04150943396226415
AAC73507.1,0.04145077720207254
AAC74561.1,0.04145077720207254
AAC76067.1,0.04145077720207254
AAC74345.1,0.04143126177024482
AAC73187.2,0.041401273885350316
AAC73772.1,0.041353383458646614
AAC74094.1,0.041353383458646614
AAT48225.1,0.041353383458646614
AAC75964.1,0.04129793510324484
AAC75071.2,0.041237113402061855
AAC76212.1,0.041237113402061855
AAC76855.1,0.041237113402061855
AAC75512.1,0.04119850187265917
AAC73208.2,0.041176470588235294
AAD13442.2,0.04116222760290557
AAC75847.1,0.0411522633744856
AAC73169.1,0.0410958904109589
AAC73175.1,0.0410958904109589
AAC74434.2,0.0410958904109589
AAC75064.1,0.0410958904109589
AAC75664.1,0.0410958904109589
AAC76418.1,0.0410958904109589
ABD18634.1,0.0410958904109589
AAC74943.1,0.040983606557377046
AAC75065.1,0.040983606557377046
AAC75233.1,0.040983606557377046
AAC75521.1,0.0409711684370258
AAC75734.1,0.04093567251461988
AAC75315.1,0.04090909090909091
AAC77166.1,0.04090909090909091
AAC74892.1,0.040892193308550186
AYC08209.1,0.040880503144654086
AAC73987.1,0.04081632653061224
AAC74359.1,0.04081632653061224
AYC08220.1,0.04081632653061224
AAC76645.1,0.04075235109717868
AAC75378.1,0.040740740740740744
AAC75957.1,0.04065040650406504
AYC08181.1,0.04065040650406504
AAC76075.3,0.04059040590405904
AAC76465.1,0.04057971014492753
AAC73967.1,0.04054054054054054
AAC74067.2,0.04054054054054054
AAC74718.1,0.04046242774566474
AAC73928.1,0.04040404040404041
AAC77269.1,0.04040404040404041
AAC75457.1,0.040339702760084924
AAC74860.1,0.040293040293040296
AAC76112.1,0.040268456375838924
AAC77051.1,0.040268456375838924
AAC74146.1,0.040229885057471264
AAC74779.1,0.040160642570281124
AAC74872.1,0.040106951871657755
AAC74134.1,0.04
AAC74188.1,0.04
AAC74311.1,0.04
AAC75155.1,0.04
AAC75944.1,0.04
AAC76537.1,0.04
AAC77209.2,0.04
AAT48122.1,0.04
AAC76166.1,0.03990610328638498
AAC73317.1,0.0398406374501992
AAC75840.2,0.0398406374501992
AAC73721.1,0.03982300884955752
AAT48164.1,0.039805825242718446
AAC75731.1,0.03977272727272727
AAC77079.1,0.039735099337748346
AAC76503.1,0.039711191335740074
AAC75598.2,0.039660056657223795
AAC76438.2,0.039647577092511016
AAC75465.1,0.039634146341463415
AAC76137.1,0.039634146341463415
AAC76229.1,0.039634146341463415
AAC73528.1,0.039603960396039604
AAC74572.1,0.039525691699604744
AAD13450.1,0.03951367781155015
AAC75118.1,0.03950617283950617
AAC73445.1,0.03940886699507389
AAC74666.1,0.03940886699507389
AAC76384.1,0.03940886699507389
AAC76752.1,0.03940886699507389
AAC76767.1,0.03939393939393939
AAC76981.1,0.03937007874015748
AAC75328.2,0.03934426229508197
AAC76943.1,0.03934426229508197
AAC74516.1,0.03932584269662921
AAC73389.1,0.039301310043668124
AAC76524.1,0.039285714285714285
AAC73143.1,0.03926701570680628
AAC76090.1,0.03926096997690531
AAC74218.1,0.0392156862745098
AAC74265.3,0.0392156862745098
AAC75653.1,0.0392156862745098
AAC76359.2,0.0392156862745098
AAC74193.1,0.03917050691244239
AAC75914.2,0.0390625
AAC74002.1,0.03902439024390244
AAC76670.2,0.03902439024390244
AAC76209.2,0.03900709219858156
AAC76598.1,0.03900709219858156
AAC75518.1,0.038980509745127435
AAC76164.1,0.03896103896103896
AAC77046.1,0.03896103896103896
AAT48175.1,0.03888888888888889
AAC75033.1,0.038869257950530034
AAC75648.1,0.038860103626943004
AAC74628.1,0.038834951456310676
AAC76218.1,0.038834951456310676
AAC76890.1,0.038834951456310676
AAC77124.1,0.038834951456310676
AAC76194.1,0.03880597014925373
AAC75526.2,0.03879310344827586
AAC73298.2,0.03875968992248062
AAC73559.2,0.03875968992248062
AAC75781.1,0.03875968992248062
AAC76129.2,0.03875968992248062
AAC76358.2,0.03875968992248062
AAC73760.1,0.03870967741935484
AAC73904.1,0.03870967741935484
AAC76860.1,0.03870967741935484
AAC73418.1,0.03867403314917127
AAC75054.1,0.03867403314917127
AAC76672.1,0.03864734299516908
AAC76763.1,0.03864734299516908
AAC75878.1,0.03858520900321544
AAC73380.1,0.038461538461538464
AAC73846.1,0.038461538461538464
AAC73971.1,0.038461538461538464
AAC74954.1,0.038461538461538464
AAC75386.1,0.038461538461538464
AAC75533.1,0.038461538461538464
AAC76661.1,0.038461538461538464
AAC76883.1,0.038461538461538464
ACO60005.1,0.038461538461538464
AYC08254.1,0.038461538461538464
AAC73196.1,0.03838383838383838
AAC75475.1,0.038356164383561646
AAC74059.1,0.03829787234042553
AAC74517.2,0.03828483920367534
AAC73221.1,0.03825136612021858
AAC75181.1,0.03820816864295125
AAC74939.2,0.03816793893129771
AAC76057.1,0.03816793893129771
AAC77323.1,0.03816793893129771
AAC76604.1,0.03815261044176707
AAC74052.2,0.0380952380952381
AAC75693.1,0.0380952380952381
AAC77257.1,0.0380952380952381
AAC73748.1,0.03804347826086957
AAC73963.1,0.03804347826086957
AAC76376.1,0.03804347826086957
AAC77106.1,0.038011695906432746
AAC76785.1,0.03800475059382423
AAC75965.1,0.0379746835443038
AAC76969.1,0.0379746835443038
AAC75174.2,0.037940379403794036
AAC75597.1,0.03793103448275862
AAC75038.1,0.037914691943127965
AAD13454.1,0.037914691943127965
AAC73337.1,0.03787878787878788
AAC75808.2,0.037825059101654845
AAC75333.1,0.037815126050420166
AAC73262.1,0.03773584905660377
AAC73647.1,0.03773584905660377
AAC74169.2,0.03773584905660377
AAC74600.1,0.03773584905660377
AAC75041.2,0.03773584905660377
AAC75514.1,0.03773584905660377
AAC75788.1,0.03773584905660377
AAC77080.1,0.037694013303769404
AAC77019.3,0.03768115942028986
AAC76716.1,0.03767123287671233
AAC74271.1,0.03765690376569038
AAC77040.1,0.03765690376569038
AAC75826.1,0.03763440860215054
AAC73271.1,0.03762376237623762
AAC74496.1,0.03759398496240601
AAC73740.1,0.03755868544600939
AAC75106.1,0.03755868544600939
AAC75245.1,0.03754266211604096
AAC74212.2,0.03753351206434316
AAC73318.2,0.0375
AAC73744.1,0.0375
AAC74017.1,0.0375
AAC75356.1,0.0375
AAC76614.1,0.03745928338762215
AAC76688.1,0.03741496598639456
AAD13439.1,0.03741496598639456
AAC75307.2,0.03740648379052369
AAC75447.1,0.037383177570093455
AAC75639.2,0.037383177570093455
AAC77032.1,0.037383177570093455
AAC73374.1,0.03731343283582089
AAC73870.1,0.037267080745341616
AAC74813.1,0.037267080745341616
AAC74814.1,0.037267080745341616
AAC75362.1,0.037209302325581395
AAC74408.2,0.0371900826446281
AAC76540.1,0.0371900826446281
AAT48137.1,0.03718459495351926
AAC76659.1,0.03717472118959108
AAC75316.1,0.037162162162162164
AAC74139.1,0.037142857142857144
AAC74653.1,0.03712871287128713
AAC74398.1,0.03708609271523179
AAC73589.1,0.037037037037037035
AAC74357.1,0.037037037037037035
AAC74377.1,0.037037037037037035
AAC74739.1,0.037037037037037035
AAC75353.2,0.037037037037037035
AAC75617.1,0.037037037037037035
AAC75720.1,0.037037037037037035
AAC76450.1,0.037037037037037035
AAC76466.1,0.037037037037037035
AYC08178.1,0.037037037037037035
AYC08229.1,0.037037037037037035
AYC08260.1,0.037037037037037035
QNV50540.1,0.037037037037037035
AAC74681.1,0.03695150115473441
AAT48134.1,0.03691275167785235
AAC73689.1,0.03690036900369004
AAC75911.2,0.0368763557483731
AAC77336.1,0.036855036855036855
AAC74452.1,0.03680981595092025
AAC75987.2,0.03680981595092025
AAC73911.2,0.03678929765886288
AAC74622.2,0.03676470588235294
AAC74756.1,0.03676470588235294
AAC75760.1,0.03676470588235294
AAC77149.2,0.03672316384180791
AAC74710.1,0.03669724770642202
AAC74023.1,0.03664921465968586
AAC73142.1,0.03663003663003663
AAC76631.1,0.03663003663003663
AAT48213.1,0.036619718309859155
AAC74251.1,0.036585365853658534
AAC74557.1,0.036585365853658534
AAC75354.2,0.036585365853658534
AAC76002.2,0.03656821378340366
AAC74264.1,0.0365296803652968
AAC75224.1,0.0365296803652968
AAC75377.1,0.0365296803652968
AAC75937.1,0.0365296803652968
AAC75543.2,0.0364963503649635
AAC76541.1,0.0364963503649635
AAC76669.2,0.0364963503649635
AAC73326.1,0.036458333333333336
AAC75197.2,0.036458333333333336
AAC75915.1,0.036458333333333336
AAC73820.1,0.03644158628081458
AAC74940.1,0.03643724696356275
AAC73506.2,0.03642384105960265
AAC73709.1,0.03640776699029126
AAC74473.4,0.03636363636363636
AAC74914.1,0.03636363636363636
AAC74975.1,0.03636363636363636
AAC75313.4,0.03636363636363636
AAC76340.1,0.03636363636363636
AAC76394.1,0.03636363636363636
AAC76660.1,0.03636363636363636
AAC76697.1,0.03636363636363636
AAC76986.1,0.03633217993079585
AAC73876.1,0.03631961259079903
AAC73407.2,0.036281179138321996
AAC73701.1,0.03626943005181347
AAC74728.1,0.03626943005181347
AAC76192.1,0.03625377643504532
AAC75962.1,0.036211699164345405
AAC76738.1,0.03619909502262444
AAC74803.1,0.03614457831325301
AAC74288.1,0.03608247422680412
AAC76879.1,0.03608247422680412
AAC74741.4,0.036036036036036036
AAC76519.1,0.036036036036036036
AAC76662.2,0.036036036036036036
AAC75102.1,0.036011080332409975
AAC75507.1,0.03597122302158273
AAC75813.2,0.035955056179775284
AAC75974.1,0.03594771241830065
AAC76190.1,0.03592814371257485
AAC76940.1,0.03592814371257485
AAC73700.1,0.03591160220994475
AAC75221.1,0.03591160220994475
AAC74081.1,0.035897435897435895
AAC74492.1,0.035897435897435895
AAC75196.2,0.035897435897435895
AAC73883.2,0.03587443946188341
AAC74152.1,0.035830618892508145
AAC74789.1,0.03582554517133956
AAC75544.2,0.03582089552238806
AAT48234.1,0.03579952267303103
AAC73410.1,0.035789473684210524
AAC73300.2,0.03571428571428571
AAC73302.1,0.03571428571428571
AAC73605.1,0.03571428571428571
AAC73649.1,0.03571428571428571
AAC73927.1,0.03571428571428571
AAC74144.1,0.03571428571428571
AAC74482.1,0.03571428571428571
AAC75323.1,0.03571428571428571
AAC75334.2,0.03571428571428571
AAC75542.1,0.03571428571428571
AAC76222.2,0.03571428571428571
AAC76336.1,0.03571428571428571
AAC76383.2,0.03571428571428571
AAC77017.1,0.03571428571428571
AAC77097.1,0.03571428571428571
AAC77485.1,0.03571428571428571
AAT48240.1,0.03571428571428571
ABD18681.1,0.03571428571428571
ABV59574.1,0.03571428571428571
QNV50529.1,0.03571428571428571
AAC76674.1,0.03561253561253561
AAC76983.1,0.03559870550161812
AAC73625.1,0.03550295857988166
AAC74044.1,0.03550295857988166
AAC74837.1,0.03550295857988166
AAC73364.1,0.035483870967741936
AAC75022.2,0.03546099290780142
AAC76317.1,0.03546099290780142
AAC76976.2,0.03546099290780142
AAT48186.1,0.03543586109142452
AAC73224.1,0.03543307086614173
AAC73517.1,0.035422343324250684
AAC73671.1,0.035416666666666666
AAC77179.1,0.035398230088495575
AAC77202.1,0.03536977491961415
AAC75656.1,0.03529411764705882
AAC76217.1,0.03529411764705882
ABD18718.1,0.03529411764705882
AAC74343.1,0.03526448362720403
AAC73408.1,0.035211267605633804
AAC74191.1,0.03519061583577713
AAC75351.1,0.035175879396984924
AAC76805.1,0.035175879396984924
AAC76437.1,0.03515625
AAC77320.2,0.03515625
AAC73814.1,0.0351288056206089
AAT48151.1,0.03512396694214876
AAC73597.1,0.03508771929824561
AAC74527.2,0.03508771929824561
AAC77356.1,0.03508771929824561
ABD18711.1,0.03508771929824561
ABP93443.1,0.03508771929824561
AAC75366.1,0.03501945525291829
AAT48238.1,0.03501945525291829
AAC75312.1,0.035
AAC74915.1,0.03498542274052478
AAC75876.1,0.03498542274052478
AAC74488.1,0.03496503496503497
AAC74795.1,0.03496503496503497
AAC76171.1,0.03496503496503497
AAC76180.1,0.03496503496503497
AAC74143.1,0.03494623655913978
AAC76675.1,0.034934497816593885
AAC73610.1,0.03488372093023256
AAC76639.1,0.03488372093023256
AAC77114.1,0.03488372093023256
AAC76968.1,0.03486529318541997
AAC75771.1,0.03485254691689008
AAC76098.1,0.03482587064676617
AAC73503.1,0.03480278422273782
AAC73427.1,0.034782608695652174
AAC76022.1,0.034782608695652174
AAT48205.1,0.034782608695652174
AAC76655.1,0.034759358288770054
AAT48176.1,0.034759358288770054
AAC77331.2,0.03474903474903475
AAC76025.2,0.034722222222222224
AAC73628.1,0.03470715835140998
AAC76831.1,0.03470031545741325
AAC76264.1,0.034666666666666665
AAC73202.1,0.034623217922606926
AAT48229.1,0.03461538461538462
AAT48211.1,0.034574468085106384
AAC75919.1,0.034518828451882845
AAC73134.1,0.034482758620689655
AAC73399.1,0.034482758620689655
AAC73732.1,0.034482758620689655
AAC73770.1,0.034482758620689655
AAC74007.1,0.034482758620689655
AAC74170.1,0.034482758620689655
AAC74447.1,0.034482758620689655
AAC74806.1,0.034482758620689655
AAC75768.1,0.034482758620689655
AAC75956.2,0.034482758620689655
AAC76399.1,0.034482758620689655
AAC77182.1,0.034482758620689655
AAC77196.1,0.034482758620689655
ABP93447.1,0.034482758620689655
AYC08185.1,0.034482758620689655
AYC08224.1,0.034482758620689655
AAC76254.2,0.03436426116838488
AAC73794.1,0.03435934144595562
AAC75682.1,0.034334763948497854
AAC74211.1,0.03431372549019608
AAC73768.1,0.03429602888086643
AAC75675.1,0.03429355281207133
AAC73569.1,0.03428571428571429
AAC76854.2,0.03428571428571429
AAC77121.2,0.03428571428571429
AAC73729.1,0.03426791277258567
AAC75429.1,0.034252297410192145
AAC76404.1,0.03424657534246575
AAC76436.1,0.03424657534246575
AAC76701.1,0.03420523138832998
AAC74397.1,0.03418803418803419
AAC75324.1,0.0341726618705036
AAC75921.1,0.03416856492027335
AAC73981.1,0.03414634146341464
AAC74661.1,0.03414634146341464
AAC76926.1,0.03414634146341464
AAC75218.1,0.034129692832764506
AAC76867.1,0.03411513859275053
AAC73279.1,0.03409090909090909
AAC75935.1,0.03409090909090909
AAC74941.1,0.034055727554179564
AAC76744.1,0.03404255319148936
