original_index,max_H_run_length,gene_name
34,1.3333333333333333,AAU26143.1 hypothetical protein lpg0035 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
35,1.3333333333333333,AAU26144.1 hypothetical protein lpg0036 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
36,1.3333333333333333,AAU26145.1 arginine 3rd transport system periplasmic binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
37,1.4166666666666667,AAU26146.1 ankyrin repeat-containing protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
38,1.3333333333333333,AAU26147.1 hypothetical protein lpg0039 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
39,1.25,AAU26148.1 integral membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
40,1.1666666666666667,AAU26149.1 hypothetical protein lpg0041 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
41,1.0,AAU26150.1 hypothetical protein lpg0042 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
42,1.0,AAU26151.1 hypothetical protein lpg0043 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
43,1.0833333333333333,AAU26152.1 hypothetical protein lpg0044 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
44,1.0,AAU26153.1 hypothetical protein lpg0045 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
45,1.0,AAU26154.1 hypothetical protein lpg0046 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
46,1.0833333333333333,AAU26155.1 chloramphenicol acetyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
47,1.0833333333333333,AAU26156.1 acetyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
48,1.0833333333333333,"AAU26157.1 amino acid transporter, permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
49,1.1666666666666667,AAU26158.1 integral membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
50,1.25,AAU26159.1 hypothetical protein lpg0051 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
51,1.25,AAU26160.1 carboxyphosphoenolpyruvate phosphonomutase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
52,1.25,AAU26161.1 transferase enzyme [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
53,1.25,AAU26162.1 hypothetical protein lpg0054 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
54,1.25,"AAU26163.1 transcriptional regulator, LysR family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
55,1.1666666666666667,AAU26164.1 hypothetical protein lpg0056 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
56,1.1666666666666667,"AAU26165.1 putative regulator, MerR family transcription regulators [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
57,1.25,AAU26166.1 hypothetical protein lpg0058 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
58,1.25,AAU26167.1 hypothetical protein lpg0059 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
59,1.25,AAU26168.1 methylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
60,1.25,AAU26169.1 multidrug resistance protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
61,1.0833333333333333,AAU26170.1 hypothetical protein lpg0062 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
62,1.0833333333333333,AAU26171.1 phospho-2-dehydro-3-deoxyheptonate aldolase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
63,1.0833333333333333,AAU26172.1 hypothetical protein lpg0064 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
64,1.0833333333333333,AAU26173.1 hypothetical protein lpg0065 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
65,1.0833333333333333,AAU26174.1 phosphoribosylglycinamide synthetase ATP-grasp (A) domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
66,1.0833333333333333,AAU26175.1 YdeN-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
67,1.0833333333333333,AAU26176.1 transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
68,1.0833333333333333,AAU26177.1 aspartate aminotransferase A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
69,1.0833333333333333,AAU26178.1 hypothetical protein lpg0071 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
70,1.0833333333333333,AAU26179.1 excinuclease ABC subunit B [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
71,1.0833333333333333,AAU26180.1 diguanylate cyclase/phosphodiesterase domain 2 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
72,1.0833333333333333,AAU26181.1 glutamate synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
73,1.0833333333333333,AAU26182.1 hypothetical protein lpg0075 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
74,1.0833333333333333,AAU26183.1 hypothetical protein lpg0076 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
75,1.0833333333333333,AAU26184.1 Xaa-Pro aminopeptidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
76,1.0833333333333333,AAU26185.1 2-octaprenyl-6-methoxyphenol hydroxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
77,1.0833333333333333,AAU26186.1 2-polyprenyl-6-methoxyphenol hydroxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
78,1.0833333333333333,AAU26187.1 hypothetical protein lpg0080 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
79,1.1666666666666667,AAU26188.1 hypothetical protein lpg0081 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
80,1.1666666666666667,AAU26189.1 hypothetical protein lpg0082 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
81,1.0833333333333333,AAU26190.1 glutathione synthase/ribosomal protein S6 modification enzyme [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
82,1.0833333333333333,AAU26191.1 hypothetical protein lpg0084 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
83,1.0833333333333333,AAU26192.1 hypothetical protein lpg0085 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
84,1.0833333333333333,AAU26193.1 hypothetical protein lpg0086 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
85,1.0833333333333333,AAU26194.1 hypothetical protein lpg0087 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
86,1.0833333333333333,AAU26195.1 glutamine ABC transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
87,1.0833333333333333,AAU26196.1 hypothetical protein lpg0089 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
88,1.1666666666666667,AAU26197.1 hypothetical protein lpg0090 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
89,1.1666666666666667,AAU26198.1 conserved domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
90,1.1666666666666667,AAU26199.1 (exo)ribonuclease R [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
91,1.0833333333333333,AAU26200.1 tRNA/rRNA methyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
92,1.0833333333333333,AAU26201.1 ribose-5-phosphate isomerase A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
93,1.0833333333333333,AAU26202.1 cytosolic IMP-GMP specific 5'-nucleotidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
94,1.0833333333333333,AAU26203.1 hypothetical protein lpg0096 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
95,1.0833333333333333,AAU26204.1 alkylphosphonate uptake protein PhnA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
96,1.0833333333333333,"AAU26205.1 two component sensor and regulator, histidine kinase response regulator [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
97,1.1666666666666667,AAU26206.1 DNA polymerase I [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
98,1.1666666666666667,AAU26207.1 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
99,1.1666666666666667,AAU26208.1 hypothetical protein lpg0101 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
100,1.1666666666666667,AAU26209.1 3-oxoacyl-(acyl carrier protein) synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
101,1.1666666666666667,"AAU26210.1 N-terminal acetyltransferase, GNAT family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
102,1.1666666666666667,AAU26211.1 peptide methionine sulfoxide reductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
103,1.1666666666666667,AAU26212.1 cytochrome oxidase-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
104,1.1666666666666667,AAU26213.1 xanthine/uracil permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
105,1.25,AAU26214.1 hypothetical protein lpg0107 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
106,1.25,AAU26215.1 hypothetical protein lpg0108 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
107,1.25,AAU26216.1 hypothetical protein lpg0109 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
108,1.3333333333333333,AAU26217.1 hypothetical protein lpg0110 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
109,1.3333333333333333,AAU26218.1 squalene and phytoene synthases [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
110,1.3333333333333333,AAU26219.1 hypothetical protein lpg0112 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
111,1.3333333333333333,AAU26220.1 hypothetical protein lpg0113 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
112,1.25,AAU26221.1 glycine cleavage system protein P [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
113,1.25,AAU26222.1 hypothetical protein lpg0115 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
114,1.3333333333333333,AAU26223.1 glycine cleavage system protein P [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
115,1.3333333333333333,AAU26224.1 glycine cleavage system H protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
116,1.4166666666666667,AAU26225.1 glycine cleavage system T protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
117,1.3333333333333333,AAU26226.1 hypothetical protein lpg0119 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
118,1.3333333333333333,AAU26227.1 IcmL-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
119,1.3333333333333333,"AAU26228.1 ABC transporter, permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
120,1.25,"AAU26229.1 ABC transporter, ATP binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
121,1.1666666666666667,AAU26230.1 thiol:disulfide interchange protein DsbA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
122,1.1666666666666667,AAU26231.1 cytochrome c4 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
123,1.1666666666666667,AAU26232.1 GTP binding protein EngB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
124,1.1666666666666667,AAU26233.1 ninein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
125,1.1666666666666667,AAU26234.1 acetyl-coenzyme A synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
126,1.0833333333333333,AAU26235.1 3-hydroxyisobutyrate dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
127,1.0833333333333333,AAU26236.1 methylmalonate-semialdehyde dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
128,1.0,AAU26237.1 hypothetical protein lpg0130 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
129,1.0833333333333333,AAU26238.1 dihydropicolinate reductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
130,1.0,AAU26239.1 hypothetical protein lpg0132 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
131,1.0,AAU26240.1 activator of ProP osmoprotectant transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
132,1.0,AAU26241.1 hypothetical protein lpg0134 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
133,1.0,AAU26242.1 SdhB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
134,1.0833333333333333,AAU26243.1 pyruvate kinase II [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
135,1.0833333333333333,AAU26244.1 phosphoglycerate kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
136,1.0833333333333333,AAU26245.1 glyceraldehyde 3-phosphate dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
137,1.1666666666666667,AAU26246.1 transketolase I [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
138,1.1666666666666667,AAU26247.1 hypothetical protein lpg0140 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
139,1.25,AAU26248.1 oligopeptidase A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
140,1.25,"AAU26249.1 transposase, IS4 family TnpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
141,1.3333333333333333,AAU26250.1 transposase TnpA or TnpA2 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
142,1.4166666666666667,"AAU26251.1 transposase (01), TnpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
143,1.4166666666666667,AAU26252.1 site specific recombinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
144,1.4166666666666667,"AAU26253.1 transposase B, TnpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
145,1.3333333333333333,"AAU26254.1 transposase, IS911 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
146,1.25,AAU26255.1 hypothetical protein lpg0148 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
147,1.3333333333333333,AAU26256.1 hypothetical protein lpg0149 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
148,1.3333333333333333,AAU26257.1 putative phage protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
149,1.3333333333333333,AAU26258.1 hypothetical protein lpg0151 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
150,1.3333333333333333,AAU26259.1 hypothetical protein lpg0152 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
151,1.1666666666666667,AAU26260.1 hypothetical protein lpg0153 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
152,1.1666666666666667,AAU26261.1 hypothetical protein lpg0154 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
153,1.0,AAU26262.1 sensory box (GGDEF/EAL domain) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
154,1.0,AAU26263.1 signal transduction protein (EAL/GGDEF domain protein) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
155,1.0,AAU26264.1 methionine aminopeptidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
156,1.0,AAU26265.1 hypothetical protein lpg0158 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
157,1.0,AAU26266.1 hypothetical protein lpg0159 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
158,1.0,AAU26267.1 hypothetical protein lpg0160 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
159,0.9166666666666666,AAU26268.1 hypothetical protein lpg0161 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
160,0.9166666666666666,AAU26269.1 SapA-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
161,0.9166666666666666,AAU26270.1 hydrolases of the alpha/beta superfamily [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
162,0.8333333333333334,AAU26271.1 hypothetical protein lpg0164 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
163,0.9166666666666666,AAU26272.1 hypothetical protein lpg0165 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
164,1.0,AAU26273.1 hypothetical protein lpg0166 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
165,1.0,AAU26274.1 peptide chain release factor [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
166,1.0833333333333333,AAU26275.1 hypothetical protein lpg0168 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
167,1.0833333333333333,AAU26276.1 probable transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
168,1.0833333333333333,AAU26277.1 probable ABC transport system permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
169,1.1666666666666667,AAU26278.1 FBOX-containing protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
170,1.1666666666666667,AAU26279.1 hypothetical protein lpg0172 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
171,1.1666666666666667,"AAU26280.1 transcriptional regulator, LysR [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
172,1.1666666666666667,AAU26281.1 pyoverdine biosynthesis protein PvcA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
173,1.0833333333333333,AAU26282.1 pyoverdine biosynthesis protein PvcB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
174,1.1666666666666667,"AAU26283.1 FAD monooxygenase, PheA/TfdB family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
175,1.1666666666666667,AAU26284.1 chloramphenicol resistance protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
176,1.0833333333333333,AAU26285.1 hypothetical protein lpg0178 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
177,1.1666666666666667,AAU26286.1 O-methyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
178,1.0833333333333333,"AAU26287.1 heat shock protein, protease HtpX [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
179,1.0833333333333333,AAU26288.1 hypothetical protein lpg0181 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
180,1.0833333333333333,AAU26289.1 hypothetical protein lpg0182 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
181,1.0833333333333333,"AAU26290.1 amine oxidase, flavin containing [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
182,1.0833333333333333,"AAU26291.1 ABC sugar transporter, periplasmic sugar binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
183,1.0833333333333333,"AAU26292.1 ABC sugar transporter, ATP binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
184,1.1666666666666667,"AAU26293.1 ABC sugar transporter, permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
185,1.1666666666666667,AAU26294.1 zinc metalloprotein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
186,1.25,AAU26295.1 acyl CoA transferase/carnitine dehydratase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
187,1.25,AAU26296.1 hypothetical protein lpg0189 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
188,1.25,AAU26297.1 hypothetical protein lpg0190 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
189,1.1666666666666667,AAU26298.1 hypothetical protein lpg0191 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
190,1.25,AAU26299.1 heat shock hsp20 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
191,1.25,AAU26300.1 hypothetical protein lpg0193 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
192,1.25,AAU26301.1 catalase/(hydro)peroxidase KatG [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
193,1.3333333333333333,AAU26302.1 hypothetical protein lpg0195 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
194,1.4166666666666667,AAU26303.1 hypothetical protein lpg0196 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
195,1.4166666666666667,AAU26304.1 hypothetical protein lpg0197 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
196,1.4166666666666667,AAU26305.1 hypothetical protein lpg0198 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
197,1.5,AAU26306.1 cytochrome D ubiquinol oxidase subunit I [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
198,1.4166666666666667,"AAU26307.1 cytochrome D ubiquinol oxidase subunit II, cyanide insensitive [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
199,1.4166666666666667,AAU26308.1 hypothetical protein lpg0201 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
200,1.4166666666666667,AAU26309.1 hypothetical protein lpg0202 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
201,1.5,AAU26310.1 fusion of two types of conserved hypothetical protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
202,1.4166666666666667,AAU26311.1 2-deoxy-D-gluconate-3-dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
203,1.5,AAU26312.1 hypothetical protein lpg0205 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
204,1.4166666666666667,AAU26313.1 membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
205,1.3333333333333333,AAU26314.1 hypothetical protein lpg0207 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
206,1.3333333333333333,AAU26315.1 serine/threonine-protein kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
207,1.3333333333333333,AAU26316.1 hypothetical protein lpg0209 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
208,1.25,AAU26317.1 hypothetical protein lpg0210 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
209,1.1666666666666667,AAU26318.1 tryptophan rich sensory protein TspO [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
210,1.25,AAU26319.1 deoxyribodipyrimidine photolyase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
211,1.25,"AAU26320.1 inner membrane protein, LrgB family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
212,1.3333333333333333,"AAU26321.1 murein hydrolase exporter, LrgA family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
213,1.25,"AAU26322.1 transcriptional regulator, LysR family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
214,1.1666666666666667,AAU26323.1 hypothetical protein lpg0216 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
215,1.1666666666666667,"AAU26324.1 phosphoribosylaminoimidazole carboxylase, ATPase subunit [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
216,1.25,"AAU26325.1 phosphoribosylaminoimidazole carboxylase, catalytic subunit PurE [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
217,1.25,AAU26326.1 hypothetical protein lpg0219 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
218,1.25,AAU26327.1 hypothetical protein lpg0220 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
219,1.3333333333333333,AAU26328.1 hypothetical protein lpg0221 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
220,1.3333333333333333,AAU26329.1 NADH dehydrogenase subunit 5 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
221,1.3333333333333333,"AAU26330.1 transcriptional regulator, LysR family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
222,1.3333333333333333,AAU26331.1 toxin secretion ABC transporter HlyB/MsbA family ATP-binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
223,1.3333333333333333,AAU26332.1 RND efflux membrane fusion protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
224,1.25,"AAU26333.1 multidrug efflux protein, outer membrane component [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
225,1.25,AAU26334.1 hypothetical protein lpg0227 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
226,1.3333333333333333,AAU26335.1 amino acid permease family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
227,1.3333333333333333,AAU26336.1 heme oxygenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
228,1.3333333333333333,AAU26337.1 sensor histidine kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
229,1.5,"AAU26338.1 heavy metal transporting P-type ATPase, cation transporting [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
230,1.5,"AAU26339.1 transcriptional regulator np20, Fur family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
231,1.5,AAU26340.1 benzoylformate decarboxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
232,1.5833333333333333,AAU26341.1 SidE [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
233,1.5833333333333333,AAU26342.1 hypothetical protein lpg0235 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
234,1.5833333333333333,AAU26343.1 hypothetical protein lpg0236 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
