original_index,max_H_run_length,gene_name
48,2.0,"AAU26157.1 amino acid transporter, permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
49,3.0,AAU26158.1 integral membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
50,3.0,AAU26159.1 hypothetical protein lpg0051 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
51,3.0,AAU26160.1 carboxyphosphoenolpyruvate phosphonomutase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
52,3.0,AAU26161.1 transferase enzyme [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
53,3.0,AAU26162.1 hypothetical protein lpg0054 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
54,3.0,"AAU26163.1 transcriptional regulator, LysR family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
55,3.0,AAU26164.1 hypothetical protein lpg0056 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
56,3.0,"AAU26165.1 putative regulator, MerR family transcription regulators [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
57,3.0,AAU26166.1 hypothetical protein lpg0058 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
58,3.0,AAU26167.1 hypothetical protein lpg0059 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
59,3.0,AAU26168.1 methylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
60,3.0,AAU26169.1 multidrug resistance protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
61,2.0,AAU26170.1 hypothetical protein lpg0062 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
62,2.0,AAU26171.1 phospho-2-dehydro-3-deoxyheptonate aldolase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
63,2.0,AAU26172.1 hypothetical protein lpg0064 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
64,2.0,AAU26173.1 hypothetical protein lpg0065 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
65,2.0,AAU26174.1 phosphoribosylglycinamide synthetase ATP-grasp (A) domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
66,2.0,AAU26175.1 YdeN-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
67,2.0,AAU26176.1 transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
68,2.0,AAU26177.1 aspartate aminotransferase A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
69,2.0,AAU26178.1 hypothetical protein lpg0071 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
70,2.0,AAU26179.1 excinuclease ABC subunit B [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
71,2.0,AAU26180.1 diguanylate cyclase/phosphodiesterase domain 2 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
72,2.0,AAU26181.1 glutamate synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
73,2.0,AAU26182.1 hypothetical protein lpg0075 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
74,2.0,AAU26183.1 hypothetical protein lpg0076 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
75,2.0,AAU26184.1 Xaa-Pro aminopeptidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
76,2.0,AAU26185.1 2-octaprenyl-6-methoxyphenol hydroxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
77,2.0,AAU26186.1 2-polyprenyl-6-methoxyphenol hydroxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
78,2.0,AAU26187.1 hypothetical protein lpg0080 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
79,2.0,AAU26188.1 hypothetical protein lpg0081 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
80,2.0,AAU26189.1 hypothetical protein lpg0082 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
81,2.0,AAU26190.1 glutathione synthase/ribosomal protein S6 modification enzyme [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
82,2.0,AAU26191.1 hypothetical protein lpg0084 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
83,2.0,AAU26192.1 hypothetical protein lpg0085 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
84,2.0,AAU26193.1 hypothetical protein lpg0086 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
85,2.0,AAU26194.1 hypothetical protein lpg0087 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
86,2.0,AAU26195.1 glutamine ABC transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
87,2.0,AAU26196.1 hypothetical protein lpg0089 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
88,2.0,AAU26197.1 hypothetical protein lpg0090 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
89,2.0,AAU26198.1 conserved domain protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
90,2.0,AAU26199.1 (exo)ribonuclease R [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
91,2.0,AAU26200.1 tRNA/rRNA methyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
92,2.0,AAU26201.1 ribose-5-phosphate isomerase A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
93,2.0,AAU26202.1 cytosolic IMP-GMP specific 5'-nucleotidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
94,2.0,AAU26203.1 hypothetical protein lpg0096 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
95,2.0,AAU26204.1 alkylphosphonate uptake protein PhnA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
96,2.0,"AAU26205.1 two component sensor and regulator, histidine kinase response regulator [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
97,2.0,AAU26206.1 DNA polymerase I [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
98,2.0,AAU26207.1 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
99,2.0,AAU26208.1 hypothetical protein lpg0101 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
100,2.0,AAU26209.1 3-oxoacyl-(acyl carrier protein) synthase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
101,2.0,"AAU26210.1 N-terminal acetyltransferase, GNAT family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
102,2.0,AAU26211.1 peptide methionine sulfoxide reductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
103,2.0,AAU26212.1 cytochrome oxidase-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
104,2.0,AAU26213.1 xanthine/uracil permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
105,2.0,AAU26214.1 hypothetical protein lpg0107 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
106,2.0,AAU26215.1 hypothetical protein lpg0108 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
107,2.0,AAU26216.1 hypothetical protein lpg0109 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
108,2.0,AAU26217.1 hypothetical protein lpg0110 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
109,2.0,AAU26218.1 squalene and phytoene synthases [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
110,2.0,AAU26219.1 hypothetical protein lpg0112 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
111,2.0,AAU26220.1 hypothetical protein lpg0113 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
112,2.0,AAU26221.1 glycine cleavage system protein P [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
113,2.0,AAU26222.1 hypothetical protein lpg0115 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
114,2.0,AAU26223.1 glycine cleavage system protein P [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
115,2.0,AAU26224.1 glycine cleavage system H protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
116,2.0,AAU26225.1 glycine cleavage system T protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
117,2.0,AAU26226.1 hypothetical protein lpg0119 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
118,2.0,AAU26227.1 IcmL-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
119,2.0,"AAU26228.1 ABC transporter, permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
120,2.0,"AAU26229.1 ABC transporter, ATP binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
121,2.0,AAU26230.1 thiol:disulfide interchange protein DsbA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
122,2.0,AAU26231.1 cytochrome c4 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
123,2.0,AAU26232.1 GTP binding protein EngB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
124,2.0,AAU26233.1 ninein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
125,2.0,AAU26234.1 acetyl-coenzyme A synthetase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
126,2.0,AAU26235.1 3-hydroxyisobutyrate dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
127,2.0,AAU26236.1 methylmalonate-semialdehyde dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
128,1.0,AAU26237.1 hypothetical protein lpg0130 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
129,2.0,AAU26238.1 dihydropicolinate reductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
130,2.0,AAU26239.1 hypothetical protein lpg0132 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
131,2.0,AAU26240.1 activator of ProP osmoprotectant transporter [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
132,2.0,AAU26241.1 hypothetical protein lpg0134 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
133,2.0,AAU26242.1 SdhB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
134,2.0,AAU26243.1 pyruvate kinase II [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
135,2.0,AAU26244.1 phosphoglycerate kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
136,2.0,AAU26245.1 glyceraldehyde 3-phosphate dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
137,2.0,AAU26246.1 transketolase I [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
138,2.0,AAU26247.1 hypothetical protein lpg0140 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
139,2.0,AAU26248.1 oligopeptidase A [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
140,2.0,"AAU26249.1 transposase, IS4 family TnpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
141,3.0,AAU26250.1 transposase TnpA or TnpA2 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
142,3.0,"AAU26251.1 transposase (01), TnpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
143,3.0,AAU26252.1 site specific recombinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
144,3.0,"AAU26253.1 transposase B, TnpA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
145,3.0,"AAU26254.1 transposase, IS911 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
146,3.0,AAU26255.1 hypothetical protein lpg0148 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
147,3.0,AAU26256.1 hypothetical protein lpg0149 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
148,3.0,AAU26257.1 putative phage protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
149,3.0,AAU26258.1 hypothetical protein lpg0151 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
150,3.0,AAU26259.1 hypothetical protein lpg0152 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
151,3.0,AAU26260.1 hypothetical protein lpg0153 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
152,3.0,AAU26261.1 hypothetical protein lpg0154 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
153,2.0,AAU26262.1 sensory box (GGDEF/EAL domain) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
154,2.0,AAU26263.1 signal transduction protein (EAL/GGDEF domain protein) [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
155,2.0,AAU26264.1 methionine aminopeptidase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
156,2.0,AAU26265.1 hypothetical protein lpg0158 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
157,2.0,AAU26266.1 hypothetical protein lpg0159 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
158,2.0,AAU26267.1 hypothetical protein lpg0160 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
159,2.0,AAU26268.1 hypothetical protein lpg0161 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
160,2.0,AAU26269.1 SapA-like [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
161,2.0,AAU26270.1 hydrolases of the alpha/beta superfamily [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
162,2.0,AAU26271.1 hypothetical protein lpg0164 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
163,2.0,AAU26272.1 hypothetical protein lpg0165 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
164,2.0,AAU26273.1 hypothetical protein lpg0166 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
165,2.0,AAU26274.1 peptide chain release factor [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
166,2.0,AAU26275.1 hypothetical protein lpg0168 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
167,2.0,AAU26276.1 probable transmembrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
168,2.0,AAU26277.1 probable ABC transport system permease protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
169,2.0,AAU26278.1 FBOX-containing protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
170,2.0,AAU26279.1 hypothetical protein lpg0172 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
171,2.0,"AAU26280.1 transcriptional regulator, LysR [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
172,2.0,AAU26281.1 pyoverdine biosynthesis protein PvcA [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
173,2.0,AAU26282.1 pyoverdine biosynthesis protein PvcB [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
174,2.0,"AAU26283.1 FAD monooxygenase, PheA/TfdB family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
175,2.0,AAU26284.1 chloramphenicol resistance protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
176,2.0,AAU26285.1 hypothetical protein lpg0178 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
177,2.0,AAU26286.1 O-methyltransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
178,2.0,"AAU26287.1 heat shock protein, protease HtpX [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
179,2.0,AAU26288.1 hypothetical protein lpg0181 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
180,2.0,AAU26289.1 hypothetical protein lpg0182 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
181,2.0,"AAU26290.1 amine oxidase, flavin containing [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
182,2.0,"AAU26291.1 ABC sugar transporter, periplasmic sugar binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
183,2.0,"AAU26292.1 ABC sugar transporter, ATP binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
184,2.0,"AAU26293.1 ABC sugar transporter, permease [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
185,2.0,AAU26294.1 zinc metalloprotein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
186,2.0,AAU26295.1 acyl CoA transferase/carnitine dehydratase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
187,2.0,AAU26296.1 hypothetical protein lpg0189 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
188,2.0,AAU26297.1 hypothetical protein lpg0190 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
189,2.0,AAU26298.1 hypothetical protein lpg0191 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
190,2.0,AAU26299.1 heat shock hsp20 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
191,2.0,AAU26300.1 hypothetical protein lpg0193 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
192,2.0,AAU26301.1 catalase/(hydro)peroxidase KatG [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
193,2.0,AAU26302.1 hypothetical protein lpg0195 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
194,2.0,AAU26303.1 hypothetical protein lpg0196 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
195,2.0,AAU26304.1 hypothetical protein lpg0197 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
196,2.0,AAU26305.1 hypothetical protein lpg0198 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
197,2.0,AAU26306.1 cytochrome D ubiquinol oxidase subunit I [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
198,2.0,"AAU26307.1 cytochrome D ubiquinol oxidase subunit II, cyanide insensitive [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
199,2.0,AAU26308.1 hypothetical protein lpg0201 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
200,2.0,AAU26309.1 hypothetical protein lpg0202 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
201,2.0,AAU26310.1 fusion of two types of conserved hypothetical protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
202,2.0,AAU26311.1 2-deoxy-D-gluconate-3-dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
203,2.0,AAU26312.1 hypothetical protein lpg0205 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
204,2.0,AAU26313.1 membrane protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
205,2.0,AAU26314.1 hypothetical protein lpg0207 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
206,2.0,AAU26315.1 serine/threonine-protein kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
207,2.0,AAU26316.1 hypothetical protein lpg0209 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
208,2.0,AAU26317.1 hypothetical protein lpg0210 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
209,2.0,AAU26318.1 tryptophan rich sensory protein TspO [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
210,2.0,AAU26319.1 deoxyribodipyrimidine photolyase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
211,2.0,"AAU26320.1 inner membrane protein, LrgB family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
212,2.0,"AAU26321.1 murein hydrolase exporter, LrgA family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
213,2.0,"AAU26322.1 transcriptional regulator, LysR family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
214,2.0,AAU26323.1 hypothetical protein lpg0216 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
215,2.0,"AAU26324.1 phosphoribosylaminoimidazole carboxylase, ATPase subunit [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
216,2.0,"AAU26325.1 phosphoribosylaminoimidazole carboxylase, catalytic subunit PurE [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
217,2.0,AAU26326.1 hypothetical protein lpg0219 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
218,2.0,AAU26327.1 hypothetical protein lpg0220 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
219,2.0,AAU26328.1 hypothetical protein lpg0221 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
220,2.0,AAU26329.1 NADH dehydrogenase subunit 5 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
221,2.0,"AAU26330.1 transcriptional regulator, LysR family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
222,2.0,AAU26331.1 toxin secretion ABC transporter HlyB/MsbA family ATP-binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
223,2.0,AAU26332.1 RND efflux membrane fusion protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
224,2.0,"AAU26333.1 multidrug efflux protein, outer membrane component [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
225,2.0,AAU26334.1 hypothetical protein lpg0227 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
226,2.0,AAU26335.1 amino acid permease family protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
227,2.0,AAU26336.1 heme oxygenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
228,2.0,AAU26337.1 sensor histidine kinase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
229,3.0,"AAU26338.1 heavy metal transporting P-type ATPase, cation transporting [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
230,3.0,"AAU26339.1 transcriptional regulator np20, Fur family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
231,3.0,AAU26340.1 benzoylformate decarboxylase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
232,3.0,AAU26341.1 SidE [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
233,3.0,AAU26342.1 hypothetical protein lpg0235 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
234,3.0,AAU26343.1 hypothetical protein lpg0236 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
235,3.0,AAU26344.1 lipolytic enzyme [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
236,3.0,AAU26345.1 glycine betaine aldehyde dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
237,3.0,AAU26346.1 4-aminobutyrate aminotransferase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
238,3.0,AAU26347.1 DNA repair protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
239,3.0,AAU26348.1 glutaminase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
240,3.0,AAU26349.1 D-3-phosphoglycerate dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
241,2.0,AAU26350.1 short chain dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
242,2.0,AAU26351.1 pyridine nucleotide-disulfide oxidoreductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
243,2.0,AAU26352.1 NAD-glutamate dehydrogenase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
244,2.0,AAU26353.1 hypothetical protein lpg0246 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
245,2.0,AAU26354.1 hypothetical protein lpg0247 [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
246,2.0,AAU26355.1 arsenate reductase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
247,2.0,AAU26356.1 stearoyl CoA 9-desaturase [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
248,2.0,"AAU26357.1 ATP-dependent RNA helicase, DEAD box family [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]"
